Name,Description,Walk time,Location,Tags
AFON CROESOR WATERFALLS,"Follow the tiny stream up a secret valley below Croesor, amongst rowan and ancient trees, to find a series of magical deep pools and waterfalls. Many are big enough to jump and swim in. On A4085 ½ mile NW of LL48 6SG (beyond Croesor turning) the road crosses a bridge and turns hard L. Park on L (limited space) and take the track on R. After Gelli, the final house, keep to the stream. The first pools are very deep and shady – good for jumps – but the stream soon opens out after 200m.",15 mins,"52.973, -4.0562","[""Walk in"", ""Waterfall""]"
"PONT ABERGLASLYN, NANTMOR","A secret swim in a wooded gorge with pebble beach and deep river pools. In summer the water can reach 22ºC, warmed by its route through Gwynant. Swim up and under the bridge or down into the junction pool. Park at the Aberglaslyn car park on A4085, between the bridge and the turning into Nantmor dir LL55 4YG. Take path through woods to L of toilets to reach bridge. Hop over wall opp kissing gate, down to beach. Not an official public right of way so be respectful if asked to move on. Also explore the riverbank path upstream from the bridge for many smaller pool and waterfalls.",5 mins,"52.9943, -4.0945","[""Long swim possible"", ""Uncertain access"", ""Waterfall""]"
"LLYN MAIR, TAN-Y-BWLCH","With a backdrop of wooded hills, this clear lake decorated with lily pads is easily accessible from the small picnic area by road. You could even arrive at Tan-y-Bwlch Station on a Ffestiniog Mountain Railway steam train. On A487 E of Porthmadog, turn L at Oakley Arms (01766 590277) dir LL41 3AQ, and continue ¾ mile to car park on R, picnic area opp. The adventurous could also climb up to Llyn y Garnedd reservoir 1.2km to the NE (52.9584, -4.0010).",2 mins,"52.9519, -4.0072","[""Long swim possible"", ""Kids / paddling"", ""Nature / wild flowers""]"
"LLYN BOWYDD, BLAENAU FFESTINIOG","For slate mine history lovers, old reservoir on the mountain tramway that linked to amazing Cwt-y-Bugail mine ruins, (53.0048, -3.8886). Walk up through and above Maenofferen quarries. Footpath from end of Walter Terrace, LL41 3BE.",60 mins,"53.0028, -3.9047","[""Secluded, remote""]"
CWMORTHIN WATERFALL & LAKE,A deep pool below a rock cleft in a series of cascades. Adjacent are the remains of the old wheelpit and other mine workings. Very easily accessed below the parking area. A great excuse to explore the ruins of this fascinating valley further. Continue on for Llyn Cwmorthin and ruins and the walk up to Rhosydd quarry (see next).,2 mins,"52.9905, -3.9645","[""Walk in"", ""Waterfall""]"
LLYNNAU DIFFWYS & CLOGWYN-BRÎTH,"There are many beautiful high lakes amid the Moelwynion peaks. Llynnau Diffwys are a favourite pair and the northerly tarn has an island in the centre and views out to the sea. Perfectly located after a descent from Cnicht. Llyn Clogwyn-brîth, nearer the Rhosydd quarry ruins, is an old quarry reservoir and offers good swimming surrounded by sheltering cliffs. Park in the Cwmorthin car park above Tanygrisiau (52.9890, -3.9623) and follow the Snowdonia Slate Trail to the tips, then a further 1km NW of the ruined buildings. From the ruins continue 500m N to find Llyn Clogwyn Brith at 53.0007, -3.9909.",80 mins,"53.0027, -3.9987","[""Long swim possible"", ""Secluded, remote"", ""Sunset / view"", ""Dark skies"", ""Island""]"
AFON GOEDOL WATERFALLS,"The Goedol flows from Tanygrisiau Reservoir, through plantation woodland and Celtic Rainforest, some of which is a National Nature Reserve, with several deep sections of gorge and falls. On A496 S of Tanygrisiau, park in layby on R at LL41 4BN. Follow footpath next to gate, turning R when path splits, to reach bridge with pool underneath. Cross bridge R to find waterfall upstream.",10 mins,"52.9689, -3.9508","[""Long swim possible"", ""Waterfall"", ""Nature / wild flowers""]"
CEUNANT CYNFAL,"Magical, remote gorge with huge waterfalls and exciting swimming and scrambling. A mile south-east of Llan Ffestiniog at Bont Newydd take lane opp LL41 4PY then turn right to find footpath on right into woods after 70m.",30 mins,"52.9494, -3.9181",[]
AFON GAM WATERFALL & BLUE POOL,"Deep in the wild lands of the Migneint moors, a short walk leads to an impressive waterfall and on up to a dramatic blue pool in the old quarry. From B4391 E of Llan Festiniog, take B4407. Park after ŷ mile at Llyn Dubach (52.9638, -3.8686). Cross road, walk back 75m and follow vehicle track. Waterfalls are below R after 200m. Continue, bearing L to reach flooded quarry pit. Another good waterfall further up the road at 52.9696, -3.8617, no parking.",15 mins,"52.9641, -3.858","[""Walk in"", ""Waterfall""]"
"CROOK O’LUNE, CATON","Just off the motorway at Lancaster, this is a wide stretch of mature river with beaches and long swims. Easy access. From M6 / J34 take A683 towards Caton and turn L after around 3km, signed ‘Crook O’ Lune Picnic Site’. Beaches below bridge or river walks up and down stream.",5 mins,"54.0763, -2.7312","[""Long swim possible"", ""Kids / paddling"", ""Beach""]"
"HINDBURN BRIDGE, R HINDBURN","Pretty cascades and shallow pools just upstream of the old stone bridge. 1.2km E of Wray via Main St (signed Higher Tatham Fells), at turn for LA2 8ND. There’s a footpath upstream on near side of the bridge. No parking here.",2 mins,"54.102, -2.5926","[""Kids / paddling""]"
BOTTOMS BECK WATERFALLS,"Several dark pools cascade down through the forest, reached on a forest cycle trail. From School Lane car park, follow the lakeshore road 400m then the forest track on L (with barrier, signed red and blue trail) and continue for 1.5km.",25 mins,"54.0056, -2.3898","[""Long swim possible"", ""Waterfall"", ""Nature / wild flowers"", ""On a cycle route""]"
STOCKS RESERVOIR,"This vast, shallow reservoir is surrounded by woodland and low hills. It warms up nicely in the summer and you might be tempted to take a discreet dip, though respect fishermen and birdwatchers. There are paths around the whole perimeter, and a disused railway on the NW shore. 5km from Slaidburn on the Tosside road, turn L at the crossroads signed Clapham and Gisburn Forest (a little before BD23 4SY). 300m after the church there’s a track on the L with a good orchid meadow in summer – the R track leads to water’s edge – or continue on and over the causeway to School Lane car park (around 3km total) and follow paths up to the N arm of the reservoir. At low water levels a large beach appears all around the reservoir, making it much easier to explore.",10 mins,"54.0036, -2.4099","[""Long swim possible"", ""Nature / wild flowers"", ""Beach""]"
"BRENNAND TARN, TROUGH OF BOWLAND","Just off the famous Trough of Bowland road, but well hidden, is one of the few natural tarns in Bowland. Legend has it that the gold plate from Whalley Abbey was hidden at the bottom of the tarn during the dissolution of the monasteries. A prehistoric axe was found near here. From the cattle grid at the very highest point of the Trough road (small parking area) head N across the moor for 1km (bring a map or GPS). 3km up (NW) from BB7 3BJ, and just under 5.5km from Dunsop Bridge as the crow flies.",25 mins,"53.9858, -2.5718","[""Long swim possible"", ""Secluded, remote"", ""Dark skies""]"
"ABBEYSTEAD LAKE, RIVER WYRE","A pretty lake with a woodside path leading downstream to a striking curved weir, the ruins of Catshaw cotton mill, which burned down in 1848, and a stone waymarker on the Wyre Way carved with a leaping salmon (look out for the stepped salmon ladder at the weir). From the school in Abbeystead (LA2 9BQ) head E 400m and turn R after the bridge. After another 400m take footpath R, joining the river and leading down to the old weir after 1.2km. Continue on to the footbridge below the weir; for the cotton mill detour L up Cam Brook into Catshaw woods here. Over the bridge, head L 800m for the salmon marker, R to return to the village via the lake shore and Far House Barn.",20 mins,"53.9792, -2.6705","[""Long swim possible"", ""Walk in"", ""Heritage / ruins"", ""Dark skies""]"
"SLAIDBURN, RIVER HODDER","Popular paddling and swimming spot, both up and downstream of the bridge (try the deeper junction pool just upstream). Riverbank Tearooms, loos and two car parks. Slaidburn on B6478, BB7 3ES",1 mins,"53.9665, -2.4363","[""Kids / paddling"", ""Long swim possible"", ""Popular / busy""]"
"DUNSOP BR & WHITEWELL, R HODDER","The Dunsop stream babbles down to meet the Hodder at a large junction pool, downstream of a footbridge with gravel banks and some beachy bits. You can also continue 1.2km downstream along the riverbank footpath to stepping stones at Langden Brook junction pool. Also good paddling from the stepping stones at the excellent riverside Inn at Whitewell downstream (BB7 3AT, 01200 448222). From the village car park in Dunsop Bridge, turn L along road then first R down driveway to BB7 3BB, alongside stream. Cross the bridge and turn R onto footpath with riverbank on the R.",5 mins,"53.9443, -2.5163","[""Long swim possible"", ""Kids / paddling""]"
"EDISFORD BRIDGE, R RIBBLE","A popular and easily accessible picnic, parking and paddling spot downstream of the old bridge. 1.5km W of town on B6243, just beyond BB7 3LA turn L (signed camping). At the campsite turn R to find the riverside car park.",1 mins,"53.8679, -2.418","[""Long swim possible"", ""Kids / paddling"", ""Campsite"", ""Popular / busy""]"
"UPPER OGDEN RESERVOIR, PENDLE HILL","A little lake that could make a nice cooling dip on the route up to the top of famous Pendle Hill. There’s parking at the signed picnic site in Barley. Cross the main N/S road to take the track/road by the village hall (Barley Green, BB12 9JU). Follow the easy reservoir road up to the second lake, 2km.",25 mins,"53.8532, -2.2958","[""Long swim possible"", ""Sunset / view""]"
"JUMBLES ROCKS, R RIBBLE","The Ribble flows wide and graceful through meadows, and passes rapids and a beach at the confluence with the Calder. An old ruined bridge is just upstream next to Lower Hodder Bridge; now named Old Hodde, Brandywine or Cromwell’s Bridge. This is where Oliver Cromwell and 8,000 troops crossed en route to the Battle of Preston in 1648. There are shallow rapids and a pebble beach next to it. 2.5km E of Hurst Green on B6243, find a place to park and then turn R onto footpath to Winckley Hall (private road). Bear R and pass BB7 9PN and then Fox Fields down to river (1.2km from road). Continue 1.2km upstream for large beach at confluence. Continue on up the B6243 for Cromwell’s Bridge and more riverside footpaths.",20 mins,"53.834, -2.4541","[""Long swim possible"", ""Secluded, remote"", ""Beach""]"
"MARLES WOOD, R RIBBLE","Superb rapids and pools, with a large river pool downstream. 1.2km W of Dinckley, just before PR3 3XR, find car park on R and descend through woods down to the river, bearing R along bank.",5 mins,"53.8182, -2.4934","[""Long swim possible"", ""Kids / paddling""]"
"STAINFORTH FORCE, R RIBBLE","A series of river pools and falls beneath an old packhorse bridge. Grassy banks, paddling and a deep cauldron into which the brave jump. Set below a caravan park, but peaceful stretches in the field downstream. Peaty water. Stainforth is 5km N of Settle (B6479). Park in village and carry on up main road 200m on foot. Turn L down Dog Hill Brow dir BD24 0DP, and descend 400m to bridge (where there’s some limited parking in the off season). Main fall is 200m downstream. Continue to the Eel Pool, a long, deep basin where the water slows to pass through a gorge (54.0988, -2.2798).",10 mins,"54.0997, -2.2791","[""Long swim possible"", ""Waterfall"", ""Jump or rope swing"", ""Campsite""]"
CATRIGG FORCE,"One of the most beautiful waterfalls in the Dales. Set in a wooded chasm on the moor edge, with a small pool and double fall beneath towering rocks. From the green in Stainforth (facing BD24 9PF) walk R (E) up the lane, becoming a track up hillside. After 800m take the path down to the woods and falls below L.",20 mins,"54.0994, -2.2580","[""Long swim possible"", ""Waterfall"", ""Private land, be discreet""]"
JANET’S FOSS,"Small but beautiful clear plunge pool and waterfall, perfect for families and set in a wooded glen just off the lane near Gordale Scar. Cave up to the R, allegedly home of Jennet, a fairy queen. Sadly it’s a bit busy, so expect spectators if you swim. From Malham village, head E towards Gordale Scar. Take the path on the R about 300m before the campsite (BD23 4DL); parking tricky, there’s a layby between the path and the campsite, or it’s less than 1.5km from Malham.",2 mins,"54.0657, -2.1365","[""Long swim possible"", ""Kids / paddling""]"
